keyword,search_volume_uae,intent,commercial_value_usd,serp_similarity_to_owner,ranking_difficulty,current_position_uae,gsc_impressions,gsc_ctr,bing_impressions,bing_ctr,competitor_gap,entity_coverage_tokens,exact_phrase_on_page,owner_page,role,recommended_page,action
small party catering dubai indian,40,transactional,62.0,,,,,,,,no tracked competitor in top 30,1.0,False,,,/indian-catering-dubai,merge → /indian-catering-dubai
wedding catering dubai,40,commercial,0,1.0,,34,,,,,"no tracked competitor in top 30, we #34",1.0,True,/wedding-catering-dubai,primary,/wedding-catering-dubai,keep (primary)
weekly meal prep,40,informational,158.8,,,,,,,,no tracked competitor in top 30,1.0,True,/blog/weekly-meal-prep-vs-full-time-chef-dubai,sub,/blog/weekly-meal-prep-vs-full-time-chef-dubai,keep (sub)
yacht rental dubai with dinner,40,transactional,104.8,0.2,20,,,,,,no tracked competitor in top 30,0.33,False,/partners/yacht-charters-dubai,sub,/partners/yacht-charters-dubai,keep (sub)
5h catering services est dubai,30,informational,0,,,,,,,,no tracked competitor in top 30,,,,,,backlog
another one catering services dubai,30,commercial,0.9,,,,,,,,no tracked competitor in top 30,0.75,False,,,,backlog
best indian catering in dubai,30,commercial,0,,,n/a,,,,,,1.0,True,/asian-catering-dubai,sub,/asian-catering-dubai,keep (sub)
best meal prep dubai,30,commercial,151.8,,,,,,,,no tracked competitor in top 30,1.0,False,,,/fitness-meal-prep-dubai,merge → /fitness-meal-prep-dubai
bouffage catering services dubai,30,commercial,107.1,,0,,,,,,no tracked competitor in top 30,,,,,,backlog
business lunch in jlt,30,informational,36.3,0.0,,,,,,,no tracked competitor in top 30,1.0,False,/locations/jlt,sub,/locations/jlt,keep (sub)
catering business dubai,30,commercial,0,0.0,,,,,,,no tracked competitor in top 30,1.0,False,/locations/business-bay,sub,/locations/business-bay,keep (sub)
chef course in dubai fees,30,informational,28.8,,,,,,,,no tracked competitor in top 30,0.67,False,,,/chef-training-academy,merge → /chef-training-academy
chef courses in dubai fees,30,commercial,41.7,,,,,,,,no tracked competitor in top 30,0.67,False,,,/chef-training-academy,merge → /chef-training-academy
chef irina dubai,30,commercial,129.3,,,,,,,,no tracked competitor in top 30,,,,,,backlog
chef shoes dubai,30,transactional,0,,0,,,,,,no tracked competitor in top 30,,,,,,backlog
chef shoes in dubai,30,transactional,16.8,,,,,,,,no tracked competitor in top 30,,,,,,backlog
chef to chef dubai,30,informational,0,0.08,5,13,,,,,"no tracked competitor in top 30, we #13",1.0,True,/apartment-private-dining-dubai,sub,/apartment-private-dining-dubai,keep (sub)
chef training courses in dubai price,30,commercial,30.9,,,,,,,,no tracked competitor in top 30,0.75,False,,,,backlog
chefs table dubai,30,informational,15.0,1.0,32,,,,,,no tracked competitor in top 30,1.0,True,/chefs-table-dubai,primary,/chefs-table-dubai,keep (primary)
cocktail making class dubai,30,commercial,0,0.0,,,,,,,no tracked competitor in top 30,1.0,True,/cocktail-party-catering-dubai,sub,/cocktail-party-catering-dubai,keep (sub)
coffee catering dubai,30,commercial,183.3,,,,,,,,no tracked competitor in top 30,,,,,,backlog
commercial catering equipment llc dubai,30,commercial,0,,,,,,,,no tracked competitor in top 30,,,,,,backlog
corporate catering companies,30,commercial,548.7,0.0,,,,,,,no tracked competitor in top 30,1.0,True,/best-catering-companies-dubai,sub,/best-catering-companies-dubai,keep (sub)
corporate catering services in dubai,30,commercial,294.9,0.0,,,,,,,no tracked competitor in top 30,1.0,True,/corporate-catering-checklist-dubai,sub,/best-catering-companies-dubai,merge → /best-catering-companies-dubai
dubai hills business lunch,30,informational,33.0,0.0,,,,,,,no tracked competitor in top 30,1.0,True,/locations/dubai-hills,sub,/locations/dubai-hills,keep (sub)
dubai marina yacht dinner cruise,30,informational,33.3,0.0,14,,,,,,no tracked competitor in top 30,0.75,False,/partners/yacht-charters-dubai,sub,/partners/yacht-charters-dubai,keep (sub)
food catering companies in dubai,30,commercial,136.5,0.0,,,,,,,no tracked competitor in top 30,1.0,False,/,sub,/,keep (sub)
global catering dubai,30,commercial,28.8,,15,,,,,,no tracked competitor in top 30,,,,,,backlog
good chef dubai menu,30,informational,0,,,,,,,,no tracked competitor in top 30,,,,,,backlog
gourmet catering dubai,30,commercial,49.5,,18,,,,,,no tracked competitor in top 30,0.5,False,,,,backlog
grazing table ideas,30,informational,23.4,0.0,,,,,,,no tracked competitor in top 30,1.0,True,/blog/grazing-table-vs-buffet-dubai,sub,/blog/grazing-table-vs-buffet-dubai,keep (sub)
hire chef dubai,30,transactional,106.2,0.38,0,31,,,,,"no tracked competitor in top 30, we #31",1.0,True,/our-chefs,sub,/locations/downtown-dubai,merge → /locations/downtown-dubai
hiring chef in dubai,30,commercial,108.0,,0,,,,,,no tracked competitor in top 30,0.5,False,,,,backlog
house of delicatesse catering services dubai,30,commercial,0,,,,,,,,no tracked competitor in top 30,0.75,False,,,,backlog
intercat catering dubai,30,commercial,0,,,,,,,,no tracked competitor in top 30,,,,,,backlog
italian catering dubai,30,commercial,184.8,1.0,,,,,,,no tracked competitor in top 30,1.0,True,/italian-catering-dubai,primary,/italian-catering-dubai,keep (primary)
kelvin catering services dubai,30,commercial,73.2,,,,,,,,no tracked competitor in top 30,,,,,,backlog
la vita catering dubai,30,commercial,55.5,,,,,,,,no tracked competitor in top 30,,,,,,backlog
late lounge catering dubai,30,informational,0,,,,,,,,no tracked competitor in top 30,,,,,,backlog
lavita catering dubai,30,commercial,0,,,,,,,,no tracked competitor in top 30,,,,,,backlog
lebanese catering dubai,30,commercial,56.7,0.21,,,,,,,no tracked competitor in top 30,1.0,True,/arabic-catering-dubai,sub,/arabic-catering-dubai,keep (sub)
live bbq catering dubai,30,transactional,0,0.3,,,,,,,no tracked competitor in top 30,1.0,False,/bbq-catering-dubai,sub,/bbq-catering-dubai,keep (sub)
live cooking station catering dubai,30,informational,0,,,,,,,,no tracked competitor in top 30,1.0,False,,,/live-cooking-stations-dubai,merge → /live-cooking-stations-dubai
live station catering dubai,30,commercial,113.1,0.21,,,,,,,no tracked competitor in top 30,1.0,True,/live-cooking-stations-dubai,sub,/live-cooking-stations-dubai,keep (sub)
lunch catering dubai,30,commercial,100.8,,,,,,,,no tracked competitor in top 30,1.0,True,,,/business-lunch-catering-dubai,merge → /business-lunch-catering-dubai
luxury dinner cruise dubai marina,30,transactional,70.5,0.0,,,,,,,no tracked competitor in top 30,1.0,True,/luxury-dinner-planning-guide-dubai,sub,/luxury-dinner-planning-guide-dubai,keep (sub)
meal prep service dubai,30,commercial,403.2,0.75,,,,,,,no tracked competitor in top 30,1.0,True,/weekly-meal-prep-dubai,sub,/weekly-meal-prep-dubai,keep (sub)
meal prep services dubai,30,commercial,207.6,,,,,,,,no tracked competitor in top 30,0.67,False,,,/wellness-meal-prep-dubai,merge → /wellness-meal-prep-dubai
ncc catering dubai,30,commercial,79.5,,,,,,,,no tracked competitor in top 30,,,,,,backlog
part time indian cook in dubai,30,commercial,0,,,,,,,,no tracked competitor in top 30,0.75,False,,,,backlog
pizza catering dubai,30,commercial,51.6,,,,,,,,no tracked competitor in top 30,1.0,False,,,,backlog
rk termin dubai speciality chef,30,transactional,0,,,,,,,,no tracked competitor in top 30,,,,,,backlog
southern food catering service dubai,30,commercial,70.5,,,n/a,,,,,,,,,,,backlog
top chef cooking studio dubai,30,informational,25.8,,,,,,,,no tracked competitor in top 30,0.5,False,,,,backlog
vegan menu plan,30,informational,72.3,0.0,,,,,,,no tracked competitor in top 30,1.0,True,/blog/vegan-catering-dubai-guide,sub,/blog/vegan-catering-dubai-guide,keep (sub)
affordable catering dubai,20,commercial,88.4,,,,,,,,no tracked competitor in top 30,0.5,False,,,,backlog
arabic catering dubai,20,commercial,21.8,1.0,,,,,,,no tracked competitor in top 30,1.0,True,/arabic-catering-dubai,primary,/arabic-catering-dubai,keep (primary)
bbq chef dubai,20,commercial,51.0,,,,,,,,no tracked competitor in top 30,1.0,False,,,,backlog
best chef in dubai,20,commercial,0,,,,,,,,no tracked competitor in top 30,1.0,False,,,,backlog
catering services al quoz,20,commercial,55.4,0.0,,,,,,,no tracked competitor in top 30,0.75,False,/locations/al-barsha,sub,/locations/al-barsha,keep (sub)
cci catering dubai,20,commercial,59.8,,,,,,,,no tracked competitor in top 30,,,,,,backlog
cheap catering dubai,20,commercial,0,,,,,,,,no tracked competitor in top 30,0.5,False,,,,backlog
chef company dubai,20,commercial,24.0,,,15,,,,,"no tracked competitor in top 30, we #15",,,,,,backlog
chef izu dubai,20,commercial,0,,,,,,,,no tracked competitor in top 30,,,,,,backlog
chef knife dubai,20,commercial,16.6,,33,,,,,,no tracked competitor in top 30,,,,,,backlog
chef knives dubai,20,commercial,2.2,,33,,,,,,no tracked competitor in top 30,,,,,,backlog
chef nouel dubai chocolate,20,informational,4.6,,,,,,,,no tracked competitor in top 30,,,,,,backlog
chef shaheen dubai,20,commercial,0,,,,,,,,no tracked competitor in top 30,,,,,,backlog
chef umut dubai,20,commercial,0,,,,,,,,no tracked competitor in top 30,,,,,,backlog
chef vineet bhatia dubai,20,informational,0,,,,,,,,no tracked competitor in top 30,,,,,,backlog
chef wong menu dubai,20,informational,0,,,,,,,,no tracked competitor in top 30,,,,,,backlog
chef work dubai,20,commercial,16.6,,37,,,,,,no tracked competitor in top 30,1.0,True,,,,drop — off-intent
chef works dubai,20,commercial,13.6,,37,,,,,,no tracked competitor in top 30,,,,,,backlog
christmas dinner catering dubai,20,commercial,0,0.3,,,,,,,no tracked competitor in top 30,1.0,True,/christmas-catering-dubai,sub,/christmas-catering-dubai,keep (sub)
corporate catering companies in dubai,20,commercial,0,0.2,,,,,,,no tracked competitor in top 30,1.0,True,/corporate-retainer-dubai,sub,/best-catering-companies-dubai,merge → /best-catering-companies-dubai
couples cooking class dubai,20,transactional,37.8,0.36,,,,,,,no tracked competitor in top 30,1.0,True,/private-cooking-classes-dubai,sub,/private-cooking-classes-dubai,keep (sub)
dessert catering dubai,20,informational,0,,,,,,,,no tracked competitor in top 30,,,,,,backlog
diwali catering dubai,20,transactional,0,1.0,,,,,,,no tracked competitor in top 30,1.0,True,/diwali-catering-dubai,primary,/diwali-catering-dubai,keep (primary)
doner chef dubai,20,commercial,0,,,,,,,,no tracked competitor in top 30,0.5,False,,,,backlog
dubai chocolate chef,20,commercial,0,,,,,,,,no tracked competitor in top 30,,,,,,backlog
dubai food exhibition 2026,20,informational,0,0.0,,,,,,,no tracked competitor in top 30,1.0,True,/exhibition-catering-dubai,sub,/exhibition-catering-dubai,keep (sub)
emirates taste catering dubai,20,informational,0,,,,,,,,no tracked competitor in top 30,0.33,False,,,,backlog
executive chef dubai,20,commercial,4.4,,,,,,,,no tracked competitor in top 30,,,,,,backlog
executive chef in dubai,20,commercial,1.0,,,,,,,,no tracked competitor in top 30,,,,,,backlog
famous chef in dubai,20,commercial,0,,34,,,,,,no tracked competitor in top 30,,,,,,backlog
filipino catering dubai,20,commercial,5.8,,,,,,,,no tracked competitor in top 30,,,,,,backlog
filipino catering in dubai,20,commercial,0,,,,,,,,no tracked competitor in top 30,,,,,,backlog
fine dining in difc,20,informational,0,,,,,,,,no tracked competitor in top 30,1.0,True,/locations/difc,sub,/locations/difc,keep (sub)
fly dubai catering,20,transactional,0,,,,,,,,no tracked competitor in top 30,0.5,False,,,,backlog
free chef courses in dubai,20,informational,14.8,,,,,,,,no tracked competitor in top 30,0.67,False,,,/chef-training-academy,merge → /chef-training-academy
full time private chef dubai,20,transactional,58.8,1.0,,,,,,,no tracked competitor in top 30,1.0,True,/full-time-private-chef-dubai,primary,/full-time-private-chef-dubai,keep (primary)
gaya catering services calo dubai,20,commercial,0,,,,,,,,no tracked competitor in top 30,0.5,False,,,,backlog
healthy meal prep dubai,20,transactional,277.0,1.0,,,,,,,no tracked competitor in top 30,1.0,True,/wellness-meal-prep-dubai,primary,/wellness-meal-prep-dubai,keep (primary)
home party catering dubai,20,transactional,66.8,,,,,,,,no tracked competitor in top 30,1.0,False,,,/private-party-catering-dubai,merge → /private-party-catering-dubai
ice cream catering dubai,20,commercial,0,,,,,,,,no tracked competitor in top 30,,,,,,backlog
indian catering services in dubai,20,commercial,0,,28,,,,,,no tracked competitor in top 30,0.67,False,,,/indian-catering-dubai,merge → /indian-catering-dubai
indian food catering companies in dubai,20,commercial,20.6,,,,,,,,no tracked competitor in top 30,0.75,False,,,/diwali-catering-dubai,merge → /diwali-catering-dubai
kelvin catering dubai,20,commercial,0,,,,,,,,no tracked competitor in top 30,,,,,,backlog
lamb chef dubai,20,commercial,0,,0,,,,,,no tracked competitor in top 30,,,,,,backlog
luxury dinner in dubai,20,informational,23.2,0.08,,,,,,,no tracked competitor in top 30,1.0,False,/luxury-dinner-planning-guide-dubai,sub,/luxury-dinner-planning-guide-dubai,keep (sub)
outdoor catering services in dubai,20,commercial,0,,,,,,,,no tracked competitor in top 30,0.33,False,,,/catering-packages-dubai,merge → /catering-packages-dubai
pakistani catering dubai,20,commercial,17.0,,,,,,,,no tracked competitor in top 30,,,,,,backlog
pastry chef dubai,20,commercial,68.0,,,,,,,,no tracked competitor in top 30,,,,,,backlog
pastry chef in dubai,20,commercial,0.4,,,,,,,,no tracked competitor in top 30,,,,,,backlog
paul catering dubai,20,commercial,27.4,,,,,,,,no tracked competitor in top 30,0.5,False,,,,backlog
private beach dinner dubai,20,transactional,50.4,0.0,20,,,,,,no tracked competitor in top 30,1.0,True,/blog/best-private-chef-birthday-dinner-dubai,sub,/blog/best-private-chef-birthday-dinner-dubai,keep (sub)
private chef at home dubai,20,commercial,81.0,,25,28,,,,,"no tracked competitor in top 30, we #28",1.0,False,,,/apartment-private-dining-dubai,merge → /apartment-private-dining-dubai
procat catering services dubai,20,commercial,55.6,,,,,,,,no tracked competitor in top 30,0.67,False,,,,backlog
procat catering services in dubai uae,20,commercial,33.4,,,,,,,,no tracked competitor in top 30,0.67,False,,,,backlog
royal treat catering service dubai,20,commercial,0,,,,,,,,no tracked competitor in top 30,,,,,,backlog
sfc catering dubai,20,commercial,54.2,,,,,,,,no tracked competitor in top 30,,,,,,backlog
sushi catering dubai,20,commercial,28.2,1.0,,,,,,,no tracked competitor in top 30,1.0,True,/sushi-catering-dubai,primary,/sushi-catering-dubai,keep (primary)
sushi chef dubai,20,commercial,5.8,,,,,,,,no tracked competitor in top 30,,,,,,backlog
sushi chef hiring dubai,20,transactional,1.0,,33,,,,,,no tracked competitor in top 30,,,,,/become-a-mychef,merge → /become-a-mychef
thanksgiving catering dubai,20,commercial,0,,,,,,,,no tracked competitor in top 30,,,,,,backlog
top chef dubai photos,20,informational,0,,,,,,,,no tracked competitor in top 30,0.33,False,,,,backlog
top chef dubai reviews,20,informational,0,,,,,,,,no tracked competitor in top 30,0.33,False,,,,backlog
vegan catering dubai,20,commercial,12.2,1.0,,,,,,,no tracked competitor in top 30,1.0,True,/vegan-catering-dubai,primary,/vegan-catering-dubai,keep (primary)
vegetarian catering dubai,20,commercial,12.2,1.0,,,,,,,no tracked competitor in top 30,1.0,True,/vegetarian-catering-dubai,primary,/vegetarian-catering-dubai,keep (primary)
wedding catering services in dubai,20,commercial,0,0.0,,,,,,,no tracked competitor in top 30,1.0,False,/wedding-catering-checklist-dubai,sub,/wedding-catering-checklist-dubai,keep (sub)
yacht catering menu,20,informational,0,0.31,,19,,,,,"no tracked competitor in top 30, we #19",1.0,True,/yacht-catering-checklist-dubai,sub,/yacht-catering-checklist-dubai,keep (sub)
1762 catering dubai,10,commercial,0,,,,,,,,no tracked competitor in top 30,,,,,,backlog
a gala event catering,10,transactional,0,0.0,,,,,,,no tracked competitor in top 30,0.67,False,/partners/event-planners-dubai,sub,/partners/event-planners-dubai,keep (sub)
arabic food names in dubai,10,informational,0,0.0,,,,,,,no tracked competitor in top 30,0.67,False,/chefs/layla-middle-eastern-chef,sub,/chefs/layla-middle-eastern-chef,keep (sub)
average private chef cost,10,commercial,0,0.25,,,,,,,no tracked competitor in top 30,1.0,True,/blog/how-much-does-private-chef-cost-dubai,sub,/blog/how-much-does-private-chef-cost-dubai,keep (sub)
